code,name,ability,imageUrl,deckId,kind,bgg_search
B102,상담가,"게임 인원이 1/2/3/4명일 때, 이 카드를 내려놓으면 즉시 <GRAIN> 2개/<CLAY> 3개/<REED> 2개/<SHEEP> 2마리를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Consultant
B103,현지 상인,"이 카드를 놓을 때, 즉시 <WOOD> 1개와 <REED> 1개를 가져옵니다.  보조 설비/주요 설비  행동을 하지 않고 넘길 때마다, 대신 <FOOD>/<VEGETABLE> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Field+Merchant
B104,양 보행자,"아무 때나, 내 농장의 <SHEEP> 1마리를 내고 <PIG> 1마리, <VEGETABLE> 1개, <STONE> 1개 중 하나를 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sheep+Walker
B105,상자 만드는 사람,"이 카드를 놓을 때, <FOOD>, <GRAIN>, <VEGETABLE>, <REED>, <WOOD> 중 2개 이상 있는 물건을 각각 1개씩 즉시 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Case+Builder
B106,도덕성 회복 운동가,"매 라운드를 시작하기 전, 남은 라운드 칸에 가져올 물건이 있으면 <FOOD> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Moral+Crusader
B107,하인,"돌집에 살고 있다면, 남은 모든 라운드 칸에 <FOOD> 3개씩을 놓습니다. 해당 라운드가 시작될 때마다 이 <FOOD>을 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Manservant
B108,가마 때는 사람,"나무 누적 칸을 이용할 때,  빵 굽기  행동을 추가로 합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Oven+Firing+Boy
B109,제지업자,"다음부터 직업을 내려놓을 때, 직업 비용을 내기 전에 <WOOD> 1개를 내고 내려놓은 직업 수만큼 <FOOD>을 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Paper+Maker
B110,도로 포장공,"라운드 준비 단계가 끝날 때, <STONE>을 가지고 있다면 <FOOD> 1개를 가져옵니다. 14라운드에는 대신 <VEGETABLE> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pavior
B111,시골뜨기,만드는 흙집 방마다 <FOOD> 2개와 추가 <SCORE> 1점을 받습니다. (돌집 방이나 고친 나무집 방으로는 받을 수 없습니다),,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Rustic
B112,저장고 관리인,"가장 최근의 수확 직전에 공개된 행동 카드를 이용할 때마다, <GRAIN> 1개를 추가로 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Silokeeper
B113,작은 밭 돌보미,"이 카드를 내려놓을 때, <FOOD> 1개를 내고 <GRAIN> 1개를 가져오거나 <FOOD> 3개를 내고 <VEGETABLE> 1개를 가져올 수 있습니다. 이 카드는 밭으로 기능합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Patch+Caregiver
B114,무자식,"라운드가 시작될 때마다 방이 3개 이상인 집에 살지만 가족이 2명 뿐이라면, <FOOD> 1개와 작물 1개(<GRAIN> 또는 <VEGETABLE>)를 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Childless
B115,판금 명인,"외양간이 없는 우리에 가축을 1마리씩 더 키울 수 있습니다. 밭에 씨를 뿌릴 때마다, 그 밭에 해당 물건을 추가로 1개 더 놓을 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Tinsmith+Master
B116,해안 감독관,이 카드를 놓을 때와 라운드 준비 단계에서 빈  갈대밭  누적 칸에 <REED> 1개가 놓일 때마다 <WOOD> 1개를 가져옵니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Shoreforester
B117,정보원,"이 카드를 놓을 때, 즉시 <WOOD> 1개를 가져옵니다. 일하기 단계가 끝날 때마다, <CLAY>보다 <STONE>이 더 많으면 <WOOD> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Informant
B118,소규모 농부,"방이 2개인 집에서 살고 있다면, 라운드가 시작될 때마다 <WOOD> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Small-scale+Farmer
B119,벌목꾼,"즉시 <WOOD> 1개를 가져오고, 친 울타리 수까지의 남은 라운드 칸에 <WOOD> 1개씩을 놓습니다. 해당 라운드가 시작될 때마다 이 <WOOD>를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Lumberjack
B120,굴뚝 청소부,"집을 돌집으로 고칠 때 <STONE> 2개를 적게 냅니다. 점수를 계산할 때, 돌집에 사는 다른 플레이어 수만큼 추가 <SCORE>를 받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Chimney+Sweep
B121,지질학자,"숲 이나  갈대밭  누적 칸을 이용할 때마다, <CLAY> 1개를 가져옵니다. 3명 이상이 게임을 하고 있다면  흙 채굴장 에도 이를 적용합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Geologist
B122,광물학자,"흙/돌 누적 칸을 이용할 때마다, <STONE>/<CLAY> 1개를 추가로 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Mineralogist
B123,지붕 다지는 사람,이 카드를 내려놓으면 즉시 <FOOD> 1개를 내고 방 갯수만큼 <STONE> 을 가져올 수 있습니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Roof+Ballaster
B124,농장 다듬는 사람,"일하기 단계에서, 1개 이상의 농장 칸을 울타리로 둘러쌀 때마다 <STONE> 2개를 가져옵니다. (이미 있는 우리를 나누는 것은 해당되지 않습니다)",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Trimmer
B125,사유지 일꾼,"다음 라운드 칸 4개에 <WOOD> 1개, <CLAY> 1개, <REED> 1개, <STONE> 1개를 순서대로 놓습니다. 해당 라운드가 시작될 때마다 이 건축 자원을 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Estate+Worker
B126,목수,"방을 한 번에 2개 이상 만들 때마다, 총 비용에서 <REED> 2개를 할인받습니다. 그렇게 만드는 방이 나무집/흙집/돌집 방이라면 총 비용에서 추가로 <WOOD> 2개/<CLAY> 3개/<STONE> 4개를 할인받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Carpenter
B127,유혹하는 사람,"5라운드나 그 이후에 이 카드를 놓으면 즉시 <STONE> 1개, <GRAIN> 1개, <VEGETABLE> 1개, <SHEEP> 1마리를 내고  빈 방이 없어도 가족 늘리기  행동을 할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Seducer
B128,배관공,"주요 설비  행동 칸을 이용한 뒤, <CLAY> 2개나 <STONE> 2개를 적게 내고  집 고치기  행동을 할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Plumber
B129,짝꿍,13라운드 행동 칸에 내 바로 왼쪽이나 오른쪽 플레이어의 가족 말이 놓여있더라도 그 칸을 이용할 수 있습니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Seatmate
B130,완벽한 소작농,"곡식 활용 이나  울타리  행동 칸 중 하나를 이용했을 때 나머지 칸이 비어있었다면,  <FOOD> 1개를 내고 같은 가족 구성원으로 나머지 칸도 함께 이용할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Full+Peasant
B131,준비된 사람,"나무 누적 칸을 이용한 뒤, 보조 설비 하나를 내려놓을 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Equipper
B132,사유지 주인,"게임 중 한 번이라도 농장에 더 이상 빈칸이 없게 되면, 그 이후 수확하는 각각의 <VEGETABLE> 1개당 추가 <SCORE> 1점씩을 받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Estate+Master
B133,마을 소작농,"점수 계산을 시작할 때, 자기 주요 설비, 보조 설비, 직업 중 가장 적은 수만큼 <VEGETABLE>를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Village+Peasant
B134,생활서 대가,"이 카드를 낸 뒤, 13/12/11라운드까지 집을 돌집으로 고치면 즉시 <FOOD> 1/2/3개와 추가 <SCORE> 1/2/3점을 받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Housebook+Master
B135,영양 전문가,"매 라운드가 시작될 때마다, 아무 가축 1마리, <GRAIN> 1개, <VEGETABLE> 1개를 내고 <FOOD> 5개와 추가 <SCORE> 2점을 받을 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Nutrition+Expert
B136,집사,"음식 누적 칸에서 정확히 <FOOD> 2/3/4/5개를 가져올 때마다, <STONE>/<REED>/<CLAY>/<WOOD> 1개를 추가로 가져옵니다. <FOOD>을 6개 이상 가져오면 아무것도 추가로 가져올 수 없습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+House+Steward
B137,도매업자,"이 카드에 <VEGETABLE> 1개, <PIG> 1마리, <STONE> 1개, <CATTLE> 1마리를 놓습니다. 8~11라운드 행동 칸을 이용할 때마다, 이용한 행동 칸에 맞는 물건을 이 카드에서 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Wholesaler
B138,삼림 수호자,"이 카드를 놓을 때, 즉시 <WOOD> 2개를 가져옵니다. 다른 플레이어가 누적 칸에서 <WOOD>를 5개 이상 가져가려면 이 카드를 내려놓은 플레이어에게 <FOOD> 1개를 내야 합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Guardian
B139,삼림 과학자,"매 라운드의 집에 돌아오기 단계에서, 게임판에 나무가 없다면 <FOOD> 1개를 가져옵니다. 5라운드부터는 <FOOD> 2개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Scientist
B140,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Farmyard+Worker
B141,밭 관리인,이 카드를 내려놓으면 즉시 <CLAY> 0/1/3개를 내고 <GRAIN> 1/2/3개를 가져올 수 있습니다. 이 카드는 밭으로 기능합니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Field+Caretaker
B142,채소 장수,"매 라운드가 시작될 때마다, 다음 중 하나를 고를 수 있습니다: <CATTLE> 1마리 <ARROW> <VEGETABLE> 1개; <VEGETABLE> 1개 <ARROW> <CATTLE> 1마리; <SHEEP> 2마리 <ARROW> <VEGETABLE> 1개; <VEGETABLE> 1개 <ARROW> <SHEEP> 2마리; <FOOD> 2개 <ARROW> <GRAIN> 1개; <GRAIN> 1개 <ARROW> <FOOD> 2개",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Greengrocer
B143,흙 파수꾼,다른 플레이어가  점토 채굴장  누적 칸을 이용할 때마다 <CLAY> 1개를 가져옵니다. 3/4인 게임에서는 <CLAY> 1개/<FOOD> 1개를 추가로 가져옵니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Clay+Warden
B144,석탄 광부,흙 채굴장 이나  점토 채굴장  누적 칸을 이용할 때마다 <WOOD> 1개를 가져옵니다.  흙 채굴장 을 이용할 때는 <REED> 1개도 함께 가져옵니다.,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Collier
B145,나뭇가지 모으는 사람,"방을 만들 때나 집을 고칠 때마다, 필요한 <REED> 1개나 2개를 <WOOD> 1개로 대신할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Brushwood+Collector
B146,환영술사,"건축 자원 누적 칸을 이용할 때마다, 손에서 카드 1장을 버리고 그 누적 칸에 해당하는 건축 자원 1개를 추가로 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Illusionist
B147,사냥꾼,"나무 누적 칸을 이용한 뒤, <GRAIN> 1개를 내고 <PIG> 1마리를 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Huntsman
B148,애완동물 중개인,"이 카드를 놓을 때, 즉시 <SHEEP> 1마리를 가져옵니다. 내 앞에 있는 직업 수만큼 이 카드에 <SHEEP>을 키울 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pet+Broker
B149,방목 농부,"이 카드를 내려놓을 때, 개인 창고에 <STABLE>이 적어도 3개 있다면, 이 외양간 3개를 게임으로부터 제거하고, 2칸을 차지하도록 우리를 짓습니다. 이때 울타리 비용으로 <WOOD> 2개만 냅니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Open+Air+Farmer
B150,스케일이 큰 농부,"농장 확장 이나  주요 설비  행동 칸 중 하나를 이용했을 때 나머지 칸이 비어있었다면,  <FOOD> 1개를 내고 같은 가족 구성원으로 나머지 칸도 함께 이용할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Large-Scale+Farmer
B151,작은 농부,"즉시 <STONE> 1개를 가져옵니다. 정확히 방이 2개인 나무집에 살고 있는 동안, 회합 장소를 제외한 다른 행동 칸을 비어있는 칸으로 취급합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Little+Peasant
B152,초보 예술가,"날품팔이  행동 칸을 이용한 뒤, <FOOD> 1개를 내면 같은 가족 구성원으로 빈  유랑극단 이나  교습  행동 칸을 이용할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Junior+Artist
B153,집주인,"점수를 계산할 때, 주요 설비의 기본 점수를 더합니다. 가장 점수가 낮은 설비의 점수는 2배로 계산합니다. 만약 합계가 5/7/9/11 이상이라면 추가 <SCORE> 1/2/3/4점을 받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Housemaster
B154,양 파수꾼,"<SHEEP>이 7마리 미만일 때에만 이 카드를 내려놓을 수 있습니다. 게임 중 1번, <SHEEP>이 7마리 있을 때 즉시 <FOOD> 2개와 추가 <SCORE> 3점을 받습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sheep+Keeper
B155,미술 교사,"이 카드를 놓을 때, 즉시 <WOOD> 1개와 <REED> 1개를 가져옵니다. 직업 비용을 낼 때,  유랑극단  누적 칸에 있는 <FOOD>을 사용할 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Art+Teacher
B156,창고 관리인,"자원 시장  행동 칸을 이용할 때, <CLAY> 1개나 <GRAIN> 1개를 추가로 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Storehouse+Keeper
B157,제염업자,"아무 때나, 농장에서 <SHEEP>/<PIG>/<CATTLE> 1마리를 낼 수 있습니다. 그렇게 했다면, 다음 라운드 칸 3/5/7개에 <FOOD> 1개씩을 놓습니다. 해당 라운드가 시작될 때마다 이 <FOOD>을 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Salter
B158,지역 감독관,"일하기 단계가 끝날 때,  숲 과  수풀  누적 칸을 모두 내가 사용했다면 <FOOD> 5개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+District+Manager
B159,농경 대장,"다른 플레이어가 이미 놓여있는 밭 타일 옆에 새로운 밭 타일을 놓을 때마다, 그렇게 놓은 밭 타일마다 공동 창고에서 <FOOD> 1개씩을 가져옵니다. 14라운드에서는 음식 대신 <GRAIN> 1개씩을 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Lieutenant+General
B160,선술집 주인,"이 카드를 놓을 때와 일하기 단계가 끝날 때마다,  숲 ,  흙 채굴장 ,  갈대밭  누적 칸이 모두 차 있다면 <GRAIN> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pub+Owner
B161,약골,"일하기 단계의 내 차례마다, 5개 이상의 물건이 놓여 있는 누적 칸이 하나 이상 있고 내가 그 누적 칸 중 어느 것도 이용하지 않았다면, <VEGETABLE> 1개를 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Weakling
B162,산림 개간하는 사람,"나무 누적 칸에서 <WOOD>를 정확히 2/3/4개 가져올 때마다, <WOOD> 1개와 <FOOD> 1/0/1개를 추가로 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Clearer
B163,목사,"방이 2개뿐인 집에 사는 유일한 플레이어가 되면, 즉시 <WOOD> 3개와 <CLAY> 2개, <REED> 1개, <STONE> 1개를 가져옵니다 (1회용).",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pastor
B164,양의 친구,"현재 라운드에 2, 5, 8, 10을 더한 라운드 칸에 <SHEEP> 1마리씩을 놓습니다. 해당 라운드가 시작될 때마다 이 <SHEEP>을 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sheep+Whisperer
B165,사냥감 공급자,"매 수확 직전에 , 곡식밭 1/3/4개에서 <GRAIN> 1개씩을 버리고 <PIG> 1/2/3마리를 가져올 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Game+Provider
B166,소 사육사,"곡식 종자  행동 칸을 이용할 때, <FOOD> 1개를 내고 <CATTLE> 1마리를 살 수 있습니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cattle+Feeder
B167,외양간 관리인,"이 카드를 내려놓을 때, <FOOD> 2개를 내고 <SHEEP> 1마리, <PIG> 1마리, <CATTLE> 1마리를 가져올 수 있습니다. 단, 이렇게 가져온 가축을 모두 농장에 수용할 수 있어야 합니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Stable+Sergeant
B168,우리 명인,"집을 고칠 때마다, <FOOD> 2개와 외양간이 있는 우리 안에 있는 가축을 각각 1마리씩 가져옵니다.",,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pasture+Master
B169,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Livestock+Sustainer
B170,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Corral+Builder
B171,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Greenhouse+Builder
B172,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cattle+Caregiver
B173,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sweeper
B174,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Riverbank+Gardener
B175,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Field+Overseer
B176,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Village+Idiot
B177,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Stone+Clawer
B178,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Tag-Along
B179,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Wild+Boar+Hunter
B180,#N/A,번역 결과 없음,,b,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Game+Teaser
B001,생활방식 고급화,즉시 <CLAY> 5개를 가져옵니다. 그 뒤 비용을 내고  집 고치기  행동을 할 수 있습니다.,,b,minorImprovements,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Upscale+Lifestyle
B002,작은 우리,즉시 1칸짜리 우리가 생기도록 울타리를 칩니다. (<나무>를 낼 필요가 없습니다.),,b,minorImprovements,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Mini+Pasture
