code,name,ability,imageUrl,deckId,kind,bgg_search
C096,상인,"밭에서 수확하는 <GRAIN> 1개마다, <FOOD> 3개로 <VEGETABLE> 1개씩을 구매할 수 있습니다. 이때 밭에서 마지막으로 수확한 <GRAIN>에 대해서는 <VEGETABLE> 비용으로 <FOOD>을 2개씩만 내면 됩니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Merchant
C097,종자 연구원,"집에 돌아오기 단계에  곡식 종자 와  채소 종자  행동 칸에서 (누구의 가족이든 상관없이) 돌아오는 가족 말이 둘 다 있다면, <FOOD> 2개를 가져온 뒤 비용을 내지 않고 직업 1개를 놓을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Seed+Researcher
C098,주사위 제작자,"이 카드를 놓을 때, 즉시 <WOOD> 1개를 가져옵니다. 수확 중 농장 단계마다 1번씩, <WOOD> 1개와 <FOOD> 1개를 내고 추가 <SCORE> 1점을 받을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cube+Cutter
C099,정원 디자이너,"점수 계산을 시작할 때, 빈 밭에 <FOOD>을 심을 수 있습니다. 이렇게 <FOOD> 1/4/7개를 심은 밭마다 추가 <SCORE> 1/2/3점을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Garden+Designer
C100,급사장,"11라운드 내에 이 카드를 내려놓았다면, 점수를 계산할 때 가족 구성원보다 집이 많으면 추가 <SCORE> 4점을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Butler
C101,마구간 주인,"라운드당 1번, 울타리 치지 않은 외양간이 0/1/2/3/4개 있다면 <GRAIN> 2개를 내고 <FOOD> 1/2/3/4/5개와 추가 <SCORE> 1점을 받을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Stall+Holder
C102,나무 경비원,"나무 누적 칸을 이용한 뒤, 해당 누적 칸에 <WOOD> 4개를 놓고 <STONE> 2개, <CLAY> 1개, <REED> 1개, <GRAIN> 1개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Tree+Guard
C103,청과물 상인,"매 라운드가 시작될 때마다, 다음 중 하나를 고를 수 있습니다: <CATTLE> 1마리 <ARROW> <VEGETABLE> 1개; <VEGETABLE> 1개 <ARROW> <CATTLE> 1마리; <SHEEP> 2마리 <ARROW> <VEGETABLE> 1개; <VEGETABLE> 1개 <ARROW> <SHEEP> 2마리; <FOOD> 2개 <ARROW> <GRAIN> 1개; <GRAIN> 1개 <ARROW> <FOOD> 2개",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Green+Grocer
C104,수집가,"이 카드는 이 카드를 놓은 사람만 이용할 수 있는 행동 칸입니다. 이 카드를 1/2/3/4번째로 이용했을 때, <BEGGING> 토큰 1개와 서로 다른 물건 6/7/8/9개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Collector
C105,바구니 나르는 사람,"수확 때마다 1번씩, <FOOD> 2개를 내고 <WOOD> 1개, <REED> 1개, <GRAIN> 1개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Basket+Carrier
C106,감자 수확자,이 카드를 내려놓으면 즉시 <FOOD> 3개를 가져옵니다. 수확 중 농장 단계에서 수확한 <VEGETABLE>마다 <FOOD> 1개씩을 추가로 가져옵니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Potato+Harvester
C107,제빵사,"이 카드는 이 카드를 놓은 사람만 이용할 수 있는 행동 칸입니다. 이 행동 칸을 이용할 때, <GRAIN> 3개를 가져옵니다.  보조 설비  행동으로도  돌가마  주요 설비를 지을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Baker
C108,부랑자,이 카드를 내려놓으면 다음 수확 단계를 건너뜁니다. (가족 먹여살리기도 건너뜁니다),,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Layabout
C109,슈납스 양조자,"수확 중 가족 먹여살리기 단계에서 1번씩, <VEGETABLE> 1개를 내고 <FOOD> 5개를 가져올 수 있습니다. 점수를 계산할 때, 5/6번째 <VEGETABLE>마다 추가 <SCORE> 1점씩을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Schnapps+Distiller
C110,자가 양조자,"수확 중 농장 단계가 끝난 뒤 1번씩, <GRAIN> 1개를 내고 <FOOD> 3개나 추가 <SCORE> 1점을 받을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Home+Brewer
C111,소형 가축 사육사,"매 라운드가 시작되기 전, 갖고 있는 <FOOD> 수가 다음 라운드 수 이상이라면 (예: 8라운드 직전에는 <FOOD> 8개 이상), <FOOD> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Small+Animal+Breeder
C112,타작꾼,"곡식 활용 ,  농지 ,  밭 농사  행동 칸을 이용하기 전에 <FOOD> 1개를 내고 <GRAIN> 1개를 살 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Thresher
C113,겨울 관리인,"이 카드를 내려놓으면 즉시 <GRAIN> 1개를 가져옵니다. 수확이 끝날 때, <FOOD> 2개를 내고 <VEGETABLE> 1개를 살 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Winter+Caretaker
C114,토양 과학자,"흙/돌 누적 칸을 이용한 뒤, 해당 누적 칸에 <STONE> 1개/<CLAY> 2개를 내고 <GRAIN> 2개/<VEGETABLE> 1개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Soil+Scientist
C115,씨 뿌리는 사람,"주요 설비를 지을 때마다, 공동 창고에서 <REED> 1개를 가져와서 이 카드 위에 놓습니다. 아무 때나, 이 카드 위에 있는 <REED>를 개인 창고로 가져오거나, 이 카드 위에 있는 갈대 1개를 내고  씨 뿌리기  행동을 할 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sower
C116,가구 제작자,"이 카드를 내려놓으면 즉시 <WOOD> 1개를 가져옵니다. 다음부터 직업을 내려놓을 때, 직업 비용으로 낸 <FOOD>마다 <WOOD> 1개씩을 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Furniture+Maker
C117,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Legworker
C118,나무 모으는 사람,"농지 나  곡식 종자 ,  곡식 활용 ,  밭 농사  행동 칸을 이용하면, 그 차례가 끝날 때 <WOOD> 1개를 추가로 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Wood+Collector
C119,집 고치는 숙련공,"이 카드를 내려놓으면 즉시 <WOOD> 1개와 <CLAY> 1개를 가져옵니다. 집을 고칠 때, 그 라운드에 놓은 사람 수만큼 <WOOD>를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Skillful+Renovator
C120,농경 노동자,"이 카드에 <CLAY> 8개를 놓습니다. <GRAIN>을 획득할 때마다, 그 수만큼 이 카드에서 <CLAY>을 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Agricultural+Labourer
C121,흙 빚는 사람,이 카드를 내려놓으면 즉시 <WOOD> 1개와 <CLAY> 2개를 가져옵니다.  곡식 종자 나  채소 종자  행동 칸을 사용한 뒤 <CLAY> 1개를 가져옵니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Clay+Kneader
C122,벽돌공,"이 카드를 놓을 때, 즉시 <STONE> 2개를 가져옵니다. 다른 플레이어가 집을 돌집으로 고치거나 돌집 방을 만들 때마다 <STONE> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Bricklayer
C123,숙련 석공 조합원,"일하기 단계가 시작될 때마다, 방이 정확히 2개인 <CLAY>/<STONE> 집에서 살고 있다면 <CLAY>/<STONE> 2개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Freemason
C124,석재 수입상,"1/2/3/4/5/6번째 수확의 번식 단계에서 한 번씩, 이 카드를 이용해 <FOOD> 2/2/3/3/4/1개를 내고 <STONE> 2개를 구매할 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Stone+Importer
C125,야간 근무자,"매 일하기 단계를 시작하기 전에, 개인 창고에 없는 종류의 건축 자원 누적 칸에 가족 말 1개를 놓을 수 있습니다. (그러고 나서 시작 플레이어부터 차례대로 진행합니다)",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Nightworker
C126,채굴자,"날품팔이  행동 칸을 이용한 뒤 <WOOD> 1개와 <CLAY> 1개를 추가로 가져오며, <FOOD> 1개를 내고 <STONE> 1개를 살 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Excavator
C127,연인,"가축 1마리만을 가져오는 누적 칸을 이용할 때, 가져올 가축을 그 행동 칸에 두고 같은 종류의 가축 1마리, <FOOD> 3개, <GRAIN> 1개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Lover
C128,나무집 늘리는 사람,"나무집에 방을 만들 때 <REED> 1개와, 5라운드까지는 <WOOD> 5개, 6~7라운드에서는 <WOOD> 4개, 8라운드부터는 <WOOD> 3개만 냅니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Wooden+Hut+Extender
C129,두 번째 배우자,(12~13라운드부터) 다른 플레이어가  급한 가족 늘리기  행동 칸을 첫번째 가족 구성원으로 이용했어도 그 행동 칸을 이용할 수 있습니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Second+Spouse
C130,변두리 관리자,"수풀 이나  점토 채굴장  누적 칸 중 하나를 이용할 때, 공동 창고에서 <REED> 2개를 가져와 나머지 칸에 놓을 수 있습니다. 이 경우 즉시 다른 가족 구성원을 놓을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Outskirts+Director
C131,개인 교사,"곡식 종자  행동 칸을 이용할 때, 차 있는  교습  행동 칸이 있다면 <FOOD> 1개만 내고 직업 1개를 내려놓을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Private+Teacher
C132,나무 지붕 제작자,"돌집으로 집을 고칠 때, 개인 창고에서 <WOOD>를 가져와 원하는 방마다 최대 1개씩 놓을 수 있습니다. 점수를 계산할 때, 이렇게 방에 놓여 있는 <WOOD>마다 추가 <SCORE> 1점을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Timber+Shingle+Maker
C133,군인,"점수를 계산할 때, 남은 <STONE> 1개와 <WOOD> 1개 묶음마다 추가 <SCORE> 1점을 받습니다. 이 카드로 추가 점수를 받을 때 계산한 자원으로는 점수를 받을 수 없습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Soldier
C134,소의 왕자,"점수를 계산할 때, <CATTLE>가 있는 (방을 포함한) 농장판의 칸마다 추가 <SCORE> 1점을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cow+Prince
C135,치안관,이 카드를 내려놓을 때 1/3/6/9번의 라운드가 남았다면 <WOOD> 1/2/3/4개를 가져옵니다. 게임이 끝났을 때 감점이 하나도 없는 플레이어는 모두 추가 <SCORE> 3점씩을 받습니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Constable
C136,목장 우두머리,"앞으로 3/6/9라운드가 남았다면 즉시 <WOOD> 2/3/4개를 가져옵니다. 점수를 계산할 때, 가장 가축 수용량이 큰 우리를 갖고 있는 플레이어 모두가 추가 <SCORE> 3점을 받습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Ranch+Provost
C137,숯 굽는 사람,"아무 플레이어(이 카드를 낸 플레이어 포함)가 <BAKE> 설비를 짓거나 내려놓을 때마다, <WOOD> 1개와 <FOOD> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Charcoal+Burner
C138,가축 사육사,"날품팔이  행동 칸을 이용할 때마다, <SHEEP> 1마리나 <GRAIN> 1개를 가져오거나, <FOOD> 1개를 내고 <PIG> 1마리를 가져오거나, <FOOD> 2개를 내고 <CATTLE> 1마리를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Animal+Feeder
C139,바구니 제작자의 아내,"이 카드를 놓을 때, 즉시 <REED> 1개와 <FOOD> 1개를 가져옵니다. 아무 때나, <REED> 1개를 내고 <FOOD> 2개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Basketmaker's+Wife
C140,포장 예술가,"이 카드를 놓을 때, 즉시 <GRAIN> 1개를 가져옵니다.  보조 설비  행동을 할 때마다, 대신  빵 굽기  행동을 할 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Packaging+Artist
C141,양 공급자,"아무 플레이어(이 카드를 낸 플레이어 포함)가  양 시장  누적 칸을 이용할 때마다, 공동 창고에서 <GRAIN> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sheep+Provider
C142,시장 호객꾼,"곡식 종자  행동 칸을 이용할 때, 추가로 <GRAIN> 1개와 <VEGETABLE> 1개를 가져올 수 있습니다. 이 경우 다른 플레이어들은 공동 창고에서 <GRAIN> 1개씩을 가져갑니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Market+Crier
C143,돌 구매자,"이 카드를 놓을 때, 즉시 <FOOD> 1개를 내고 <STONE> 2개를 가져올 수 있습니다. 다음 라운드부터, 라운드당 1번 <FOOD> 2개를 내고 <STONE> 1개를 가져올 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Stone+Buyer
C144,갈대 지붕 고치는 사람,다른 플레이어가 집을 고치면 즉시 <REED> 1개를 가져옵니다. 3인 게임에서 이 카드를 내려놓으면 즉시 <REED> 1개를 가져옵니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Reed+Roof+Renovator
C145,숲 평론가,"아무 플레이어(이 카드를 낸 플레이어 포함)가 빈  숲 이나  수풀  누적 칸을 사용했을 때, 나머지 칸이 차 있다면 <REED> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Reviewer
C146,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Workshop+Assistant
C147,소치기,"소 시장  누적 칸을 이용할 때마다, <CATTLE> 1마리를 추가로 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cowherd
C148,진흙탕에 빠진 사람,"누적 칸을 4번 이용할 때마다, <PIG> 1마리를 가져와 이 카드에 놓습니다. 이 카드로 가져온 멧돼지를 이 카드 위에서 키울 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Mud+Wallower
C149,자원 재활용업자,"흙집에 살고 있다면, 다른 플레이어가 집을 돌집으로 고칠 때마다 1번씩, <FOOD> 2개를 내고 흙집 방 1개를 만들 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Resource+Recycler
C150,앵무새 사육사,"내 차례에 <GRAIN> 1개를 내면, 오른쪽 플레이어가 마지막으로 이용했던 행동 칸을 이용할 수 있습니다. 이 카드를 놓기 전에 한 행동은 이용할 수 없으며, 이 카드로  회합 장소  행동 칸을 이용할 수는 없습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Parrot+Breeder
C151,파종 관리자,"다른 플레이어가  곡식 활용  행동 칸을 이용한 뒤,  씨 뿌리기  행동을 할 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Sowing+Director
C152,인형술사,"다른 플레이어가  유랑극단  누적 칸을 이용할 때마다 1번씩, 비용 대신 그 플레이어에게 <FOOD> 1개를 내고 직업 1개를 내려놓을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Puppeteer
C153,모형 제작자,"다른 플레이어가 집을 고칠 때마다 1번씩, <WOOD> 2개를 내고 <GRAIN> 1개, <FOOD> 1개, 추가 <SCORE> 1점을 받을 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Pattern+Maker
C154,쌍둥이 조사원,"같은 종류의 물건이 정확히 같은 개수가 놓여있는 두 개의 누적 칸 중 하나를 이용할 때마다 한 번씩, <FOOD> 1개를 내고 추가 <SCORE> 1점을 구매할 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Twin+Researcher
C155,배식하는 사람,"이 카드를 놓을 때, 즉시 <GRAIN> 1개를 가져옵니다. 이번 라운드의 집에 돌아오기 단계를 시작할 때 1~14라운드 행동 칸 중 차 있는 칸의 수만큼 <FOOD>을 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Food+Distributor
C156,발굽 돌보미,"즉시 공동 창고에서 <CATTLE> 1마리를 가져와  소 시장  누적 칸에 놓은 뒤,  소 시장 에 있는 소마다 <GRAIN> 1개와 <FOOD> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Hoof+Caregiver
C157,자원 분석가,"매 라운드를 시작하기 전에, 다른 플레이어들보다 더 많이 갖고 있는 건축 자원이 2종류 이상이라면, <FOOD> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Resource+Analyzer
C158,숲 운동가,"가족 말을 놓기 직전에, 누적 칸의 <WOOD>가 모두 합쳐서 8개 이상이 있다면 <FOOD> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Campaigner
C159,어부의 친구,"매 라운드가 시작될 때,  낚시  누적 칸보다  유랑극단  누적 칸에 더 많은 음식이 있다면 그 차이만큼 공동 창고에서 <FOOD>을 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Fisherman's+Friend
C160,길잡이,"(이번 라운드 행동 칸에 놓여) 가장 최근에 공개된 행동 칸을 이용할 때마다, 행동하기 전에 <GRAIN> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Outrider
C161,감자 캐는 사람,"이 카드를 놓을 때, 작물을 심지 않은 밭 타일이 2/4/5개 이상 있으면 즉시 <VEGETABLE> 1/2/3개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Potato+Digger
C162,삼림 소유자,"이 카드는 아무나 이용할 수 있는 행동 칸입니다. 만약 다른 플레이어가 이용한다면 그 플레이어는 <WOOD> 3개를 가져간 뒤, 공동 창고에서 <WOOD> 1개를 가져와 이 카드를 내려놓은 플레이어에게 넘겨줍니다. 이 카드를 내려놓은 플레이어가 이용하면 <WOOD> 4개를 가져갑니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Forest+Owner
C163,자재 배달원,"아무 플레이어(이 카드를 낸 플레이어 포함)가 누적 칸에서 물건을 5/6/7/8개 이상 가져올 때마다, 공동 창고에서 <WOOD>/<CLAY>/<REED>/<STONE> 1개를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Material+Deliveryman
C164,산양 지킴이,"아무 플레이어(이 카드를 낸 플레이어 포함)가  돼지 시장  누적 칸을 이용할 때마다, 공동 창고에서 <SHEEP> 1마리를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+German+Heath+Keeper
C165,동물 사냥꾼,"이 카드를 내려놓을 때, 남은 수확마다 <FOOD> 1개씩을 내고 즉시 <CATTLE> 1마리와 <PIG> 1마리를 가져옵니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Game+Catcher
C166,소의 친구,현재 라운드에 5를 더한 라운드 칸과 8을 더한 라운드 칸에 <CATTLE> 1마리씩을 놓습니다. 해당 라운드가 시작될 때마다 이 <CATTLE>를 가져옵니다.,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cattle+Whisperer
C167,소 구매인,"다른 플레이어가  울타리  행동 칸을 이용할 때마다 1번씩, <FOOD> 1/2/2개를 내고 <SHEEP>/<PIG>/<CATTLE> 1마리를 살 수 있습니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Cattle+Buyer
C168,가축 잡는 사람,"날품팔이  행동 칸을 이용할 때마다, <FOOD> 2개 대신 공동 창고에서 서로 다른 가축 3마리를 가져올 수 있습니다. 이 경우 남은 수확 횟수만큼 <FOOD>을 내야 합니다.",,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Animal+Catcher
C169,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Fast+Mason
C170,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Amateur+Fencer
C171,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Young+Artist
C172,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Field+Counter
C173,#N/A,번역 결과 없음,,c,occupations,https://boardgamegeek.com/geeksearch.php?action=search&objecttype=boardgameaccessory&q=agricola+Top-Outer
